80, 76, 81
79, 75, 80
85, 81, 92
88, 84, 95
90, 85, 94
88, 84, 95
88, 84, 95
90, 86, 97
75, 71, 77
70, 66, 72
89, 86, 95
90, 86, 97
91, 88, 97
79, 76, 85
76, 73, 82
77, 73, 78
74, 72, 78
73, 71, 77
76, 73, 82
89, 85, 97
87, 83, 94
88, 84, 95
91, 85, 96
89, 85, 96
78, 74, 80
80, 76, 82
79, 75, 81
79, 75, 80
80, 76, 82
89, 85, 91
79, 75, 81
76, 75, 85
79, 78, 82
79, 78, 82
82, 80, 86
76, 73, 82
76, 73, 82
77, 76, 86
73, 76, 81
68, 67, 101
46, 46, 140
80, 75, 77
79, 75, 81
80, 77, 86
91, 88, 97
89, 85, 96
53, 75, 80
56, 75, 82
54, 74, 79
62, 81, 84
64, 89, 91
64, 100, 106
61, 95, 101
71, 106, 109
69, 110, 113
34, 59, 63
87, 125, 127
78, 126, 128
66, 113, 117
87, 125, 127
82, 122, 121
65, 114, 112
79, 111, 116
51, 92, 95
54, 102, 103
55, 108, 111
62, 106, 107
75, 115, 114
98, 127, 131
84, 123, 125
34, 79, 83
73, 116, 119
73, 116, 119
96, 139, 142
96, 139, 142
67, 110, 113
73, 111, 115
77, 109, 114
65, 86, 88
57, 77, 78
57, 76, 79
56, 74, 73
55, 73, 72
54, 74, 75
50, 70, 71
40, 66, 72
41, 67, 73
37, 64, 68
53, 66, 68
52, 65, 67
56, 69, 71
65, 78, 80
57, 75, 74
56, 70, 68
53, 66, 68
56, 70, 69
51, 64, 66
57, 71, 69
55, 70, 72
55, 70, 72
45, 58, 60
